custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
46BV53,1,10/28/13,10/28/13,12/4/13,37,10.81081081,5.405405405,35.39,0.054054054,1,0,0,Thursday,BOM
739U59,1,10/28/13,10/28/13,1/20/14,34,76.47058824,26.47058824,59.51,0.035714286,1,1,1,Thursday,MAA
GCTQVE,1,10/8/13,10/28/13,10/28/13,32,0,0,40.02,0,1,0,0,Thursday,DEL
XJJ86F,0,10/28/13,10/28/13,10/28/13,16,93.75,12.5,40.02,0,1,1,0,Tuesday,BOM
8HHARB,1,10/28/13,10/28/13,10/28/13,37,24.32432432,8.108108108,45.4,0,1,0,0,Tuesday,BOM
D5B598,1,10/7/13,10/28/13,10/28/13,32,15.625,6.25,60.04,0,1,1,0,Tuesday,BOM
VRQH7C,1,10/28/13,1/2/14,1/2/14,37,29.72972973,5.405405405,40.02,0,1,0,0,Friday,MAA
QH4HK2,1,10/28/13,10/28/13,10/28/13,29,3.448275862,0,40.02,0,1,0,0,Monday,BOM
7AD7WH,1,10/28/13,10/30/13,10/30/13,29,6.896551724,3.448275862,38.28,0,1,0,0,Thursday,MAA
UX95DB,1,10/18/13,10/18/13,10/18/13,29,3.448275862,0,40.02,0,1,0,0,Monday,DEL
LZ4ZPP,1,10/28/13,10/28/13,10/28/13,8,87.5,0,40,0,1,0,0,Tuesday,MAA
9ASENK,1,10/23/13,10/28/13,10/28/13,36,16.66666667,2.777777778,40.02,0,1,0,0,Tuesday,BOM
NHBXP3,1,10/28/13,10/29/13,1/5/14,43,34.88372093,9.302325581,15.16,0.176470588,1,0,0,Monday,BLR
H8NDXZ,1,10/28/13,10/28/13,10/28/13,31,12.90322581,0,40.02,0,1,1,0,Thursday,BOM
R2URLJ,1,10/28/13,1/1/14,1/1/14,35,20,5.714285714,41.04,0,1,0,1,Thursday,MAA
HT4ETQ,1,10/28/13,10/28/13,10/28/13,7,71.42857143,0,40.02,0,1,1,0,Tuesday,DEL
KC424Z,1,10/28/13,10/28/13,10/28/13,33,6.060606061,6.060606061,40.02,0,1,0,0,Thursday,BOM
VQ78XN,1,10/28/13,11/17/13,11/17/13,29,58.62068966,10.34482759,89.01,0,1,0,0,Monday,MAA
JQF2NF,0,10/28/13,10/28/13,10/28/13,13,30.76923077,0,68.11,0,1,0,0,Tuesday,MAA
H2GUZS,1,10/28/13,10/28/13,10/28/13,30,0,0,39.97,0,1,1,0,Wednesday,BOM
LS9EW8,1,10/28/13,10/28/13,10/28/13,31,12.90322581,3.225806452,45.41,0,1,1,0,Tuesday,BOM
ZYL44H,1,10/28/13,12/1/13,12/1/13,36,30.55555556,13.88888889,89.51,0,1,0,0,Friday,BOM
LQYBN4,1,10/27/13,10/28/13,10/28/13,36,0,0,39.97,0,1,0,0,Friday,BOM
6CBNSQ,1,10/28/13,10/28/13,10/28/13,31,9.677419355,3.225806452,39.97,0,1,0,0,Tuesday,BOM
QVV868,1,10/28/13,10/30/13,1/8/14,27,92.59259259,18.51851852,46.35,0.042857143,1,1,0,Thursday,BOM
RE5KC6,1,10/28/13,10/28/13,10/28/13,30,0,0,40.02,0,1,1,0,Tuesday,BOM
R2WAHT,1,10/28/13,10/28/13,10/28/13,32,6.25,0,40.02,0,1,1,0,Tuesday,DEL
X665LU,1,9/18/13,11/25/13,1/14/14,39,71.79487179,5.128205128,51.43,0.14,1,0,0,Friday,BOM
E7XQCP,1,10/28/13,11/10/13,11/10/13,24,91.66666667,20.83333333,40.02,0,1,1,0,Wednesday,BOM
7LWNPV,1,10/17/13,10/28/13,10/28/13,35,34.28571429,5.714285714,39.97,0,1,0,0,Thursday,BOM
PDJ6PB,1,10/28/13,10/28/13,10/28/13,20,70,10,40,0,1,0,0,Wednesday,MAA
BZHDNK,1,10/28/13,10/28/13,10/28/13,29,20.68965517,3.448275862,40.02,0,1,0,0,Tuesday,DEL
RK7Y4T,1,10/28/13,10/31/13,10/31/13,29,10.34482759,3.448275862,40.02,0,1,0,0,Friday,BOM
QJ3TZD,1,10/27/13,10/29/13,11/19/13,24,50,25,93.37,0.142857143,1,0,0,Wednesday,MAA
9YDETX,1,10/28/13,11/8/13,11/25/13,35,14.28571429,0,53.44,0.117647059,1,0,0,Tuesday,MAA
2K45XT,1,10/28/13,10/28/13,10/28/13,40,7.5,2.5,40.02,0,1,0,0,Tuesday,DEL
W7CK8F,0,10/28/13,11/8/13,11/8/13,7,71.42857143,28.57142857,123.74,0,1,0,0,Monday,MAA
APSGRX,1,10/28/13,10/28/13,10/28/13,35,11.42857143,0,55.48,0,1,1,1,Thursday,MAA
5VYDRN,0,10/28/13,10/28/13,10/28/13,3,66.66666667,0,40,0,1,0,0,Friday,MAA
ME3U6G,1,10/28/13,10/28/13,11/19/13,24,62.5,0,34.15,0.090909091,1,0,0,Wednesday,MAA
YBQNQZ,1,10/29/13,10/29/13,10/29/13,31,25.80645161,0,48.91,0,0,0,0,Wednesday,BOM
X5Y2B3,1,10/29/13,10/29/13,10/29/13,29,3.448275862,0,40.02,0,1,0,0,Wednesday,BOM
NJDSNQ,1,10/29/13,11/2/13,1/9/14,31,67.74193548,25.80645161,37.91,0.191176471,1,0,1,Tuesday,BOM
9RK2CZ,0,9/13/13,10/31/13,10/31/13,2,100,0,53.17,0,1,0,0,Friday,BOM
LLHT6Z,1,10/29/13,10/29/13,10/29/13,37,5.405405405,0,40.02,0,1,0,0,Wednesday,DEL
RCTUCC,1,10/29/13,10/29/13,10/29/13,27,14.81481481,11.11111111,51.28,0,1,0,0,Wednesday,DEL
TDSAUM,1,10/29/13,10/29/13,10/29/13,11,45.45454545,0,40.02,0,1,1,0,Thursday,DEL
SB37KS,0,10/29/13,10/29/13,10/29/13,10,10,0,57.54,0,0,0,0,Thursday,BOM
EW9MNA,1,10/29/13,11/6/13,11/6/13,33,6.060606061,3.03030303,40.02,0,1,0,0,Friday,BOM
FG7H2C,1,10/29/13,10/29/13,10/29/13,20,80,10,54.46,0,1,0,0,Wednesday,BOM
JM5QPL,1,10/29/13,10/29/13,12/20/13,49,4.081632653,0,47.02,0.038461538,1,1,0,Friday,BOM
Z6BXWK,1,10/29/13,10/29/13,1/14/14,32,81.25,12.5,17.95,0.064935065,1,0,0,Tuesday,BLR
7EATR3,1,10/29/13,10/29/13,10/29/13,26,92.30769231,15.38461538,48.96,0,1,1,0,Friday,BOM
DP9NYC,1,10/29/13,10/29/13,10/29/13,29,3.448275862,3.448275862,40.02,0,1,0,0,Thursday,BOM
UPCXE5,1,10/29/13,10/31/13,1/12/14,28,50,17.85714286,47.47,0.04109589,1,0,0,Monday,BOM
8F8RVB,1,10/29/13,10/29/13,10/29/13,30,33.33333333,3.333333333,40.02,0,1,0,0,Wednesday,DEL
MBWKXX,1,10/10/13,11/1/13,11/1/13,32,12.5,3.125,33.73,0,1,1,0,Monday,DEL
3PNUW8,1,10/29/13,10/29/13,10/29/13,25,28,8,25,0,1,0,0,Wednesday,MAA
36L395,1,10/21/13,10/29/13,1/8/14,39,30.76923077,17.94871795,35.63,0.056338028,1,1,0,Thursday,BOM
VL9DDB,1,10/29/13,10/29/13,10/29/13,33,9.090909091,6.060606061,40,0,1,0,1,Monday,MAA
Q4B6NN,1,10/29/13,10/29/13,10/29/13,11,18.18181818,0,40.25,0,1,1,0,Friday,BOM
236ZBV,1,10/4/13,10/29/13,11/25/13,27,48.14814815,0,61.48,0.111111111,1,0,0,Wednesday,DEL
REEA7K,1,10/29/13,11/2/13,11/2/13,26,38.46153846,3.846153846,52.71,0,1,0,0,Monday,MAA
T3SE79,1,10/29/13,12/31/13,1/16/14,30,80,13.33333333,104.98,0.125,1,1,1,Friday,MAA
45HSBP,1,10/29/13,10/29/13,10/29/13,32,0,0,40.02,0,1,1,0,Wednesday,DEL
LGPQVK,1,10/29/13,12/30/13,1/14/14,45,73.33333333,11.11111111,99.04,0.266666667,1,0,0,Thursday,BOM
L2T6MY,1,10/29/13,10/29/13,10/29/13,15,53.33333333,13.33333333,40.02,0,1,1,0,Monday,DEL
DLPMZN,1,10/29/13,10/29/13,12/1/13,31,29.03225806,12.90322581,50.45,0.090909091,1,1,0,Wednesday,BOM
JNV4AQ,1,10/29/13,10/29/13,10/29/13,35,0,0,40.02,0,1,0,0,Friday,BOM
NN6VUC,1,10/29/13,10/29/13,10/29/13,37,0,0,40.02,0,1,1,0,Wednesday,BOM
YL4FVK,1,10/10/13,10/29/13,10/29/13,31,0,0,40.02,0,1,1,0,Wednesday,BOM
MFHD5G,0,10/29/13,10/29/13,10/29/13,12,8.333333333,0,40.02,0,1,0,0,Tuesday,BOM
NXDMZQ,1,10/29/13,10/29/13,10/29/13,25,28,0,43.88,0,1,0,0,Wednesday,DEL
J9HXSA,0,10/29/13,11/8/13,11/8/13,3,33.33333333,33.33333333,30.25,0,1,0,0,Tuesday,MAA
RVKBLW,1,10/29/13,1/2/14,1/2/14,32,15.625,3.125,38.45,0,1,0,0,Friday,MAA
Z5E8QS,1,10/29/13,12/22/13,1/19/14,49,28.57142857,8.163265306,131.31,0.107142857,1,0,1,Monday,MAA
HTWGPW,1,10/29/13,10/29/13,1/12/14,23,78.26086957,39.13043478,45.03,0.04,1,0,0,Friday,BOM
4XQ9TS,1,10/29/13,10/31/13,12/19/13,32,46.875,15.625,73.75,0.040816327,1,0,0,Monday,MAA
SRKAP7,1,10/29/13,10/30/13,11/7/13,27,25.92592593,3.703703704,48.32,0.25,1,0,0,Friday,MAA
U8C7Y3,1,10/29/13,10/30/13,10/30/13,34,5.882352941,2.941176471,40.02,0,1,0,0,Friday,BOM
EPDDW9,1,10/29/13,11/11/13,11/11/13,28,39.28571429,3.571428571,51.61,0,1,0,0,Thursday,MAA
MUZB3V,1,10/7/13,10/29/13,11/5/13,24,50,20.83333333,38.46,0.285714286,1,0,0,Thursday,DEL
BAMKNT,1,10/29/13,12/27/13,12/27/13,36,11.11111111,5.555555556,40.02,0,1,1,0,Tuesday,BOM
RWLPQZ,1,10/29/13,11/11/13,11/11/13,25,40,4,51.44,0,1,0,0,Tuesday,MAA
5T4B2S,1,10/29/13,11/22/13,11/22/13,42,11.9047619,0,40.2,0,1,0,0,Tuesday,BOM
WCWMXZ,1,10/29/13,10/29/13,10/29/13,28,3.571428571,0,40.02,0,1,0,0,Wednesday,BOM
SZ2A5N,1,10/29/13,12/2/13,12/2/13,38,34.21052632,7.894736842,42.09,0,1,0,0,Friday,MAA
WQCHYF,1,10/29/13,10/29/13,10/29/13,28,21.42857143,0,40.02,0,1,0,0,Wednesday,BOM
S8UAT4,1,10/29/13,11/19/13,11/19/13,38,31.57894737,5.263157895,35,0,1,0,0,Tuesday,MAA
MM7YUJ,1,10/29/13,10/29/13,12/16/13,25,64,16,48.46,0.083333333,1,0,0,Wednesday,DEL
GRJHGJ,1,10/29/13,10/29/13,10/29/13,39,7.692307692,2.564102564,40,0,1,1,0,Friday,MAA
6RWC4F,1,10/29/13,10/29/13,1/16/14,37,54.05405405,5.405405405,26.26,0.151898734,1,1,0,Saturday,BLR
Y4E58M,1,10/29/13,10/29/13,10/29/13,32,6.25,0,40.02,0,1,1,0,Monday,BOM
ERCGQ4,1,10/29/13,10/29/13,10/29/13,37,0,0,40.25,0,1,0,0,Monday,DEL
JCKATV,0,11/4/13,11/4/13,11/4/13,2,50,50,40,0,1,0,0,Monday,MAA
ZKLS9A,1,9/23/13,10/29/13,12/16/13,24,100,50,56.8,0.041666667,1,0,0,Thursday,DEL
GGCFWA,1,10/29/13,10/29/13,10/29/13,26,11.53846154,0,40.02,0,1,1,0,Monday,BOM
LKBFGU,0,10/29/13,11/20/13,11/25/13,5,80,20,31.54,0.4,1,0,0,Friday,MAA
FY8VZN,1,10/29/13,10/29/13,10/29/13,29,17.24137931,0,40.02,0,1,1,0,Thursday,BOM
6HM8WH,0,10/29/13,10/30/13,10/30/13,19,84.21052632,15.78947368,40.02,0,1,0,0,Thursday,MAA
D75989,1,10/29/13,11/17/13,11/17/13,40,2.5,2.5,105.53,0,1,0,0,Tuesday,MAA
VBPAXG,1,10/29/13,10/29/13,10/29/13,28,7.142857143,3.571428571,40.02,0,1,0,0,Friday,BOM
RAYNN5,1,10/29/13,10/29/13,10/29/13,34,11.76470588,0,40.02,0,1,0,0,Monday,BOM
5BKMHQ,1,10/29/13,10/30/13,10/30/13,31,6.451612903,6.451612903,36.29,0,1,0,0,Wednesday,BLR
KMEEHK,1,9/19/13,10/29/13,10/29/13,30,6.666666667,0,40.02,0,1,0,0,Thursday,BOM
JKHP93,1,10/22/13,10/29/13,10/29/13,23,78.26086957,0,40.02,0,1,0,0,Friday,DEL
99A8EX,1,10/21/13,12/21/13,1/12/14,42,47.61904762,16.66666667,135.45,0.090909091,1,0,0,Monday,MAA
73VRBX,1,10/29/13,10/29/13,12/1/13,33,33.33333333,18.18181818,41.77,0.090909091,1,0,0,Monday,BOM
KKTV8S,1,10/29/13,10/29/13,10/29/13,39,12.82051282,2.564102564,44.25,0,1,0,0,Tuesday,MAA
VH8DYQ,1,10/29/13,10/29/13,10/29/13,29,24.13793103,0,40.02,0,1,0,0,Friday,BOM
VG8LAH,1,10/29/13,10/29/13,10/29/13,31,9.677419355,3.225806452,70.67,0,1,1,0,Friday,MAA
HKJ88K,1,10/29/13,10/29/13,11/26/13,36,0,0,38.46,0.071428571,1,0,0,Wednesday,BOM
FY59QQ,1,10/29/13,10/29/13,10/29/13,30,6.666666667,0,40.02,0,1,0,0,Friday,BOM
CXW68S,1,10/21/13,10/29/13,11/23/13,31,29.03225806,3.225806452,67.27,0.08,1,0,0,Friday,MAA
9PKWGX,0,10/18/13,10/29/13,10/29/13,8,87.5,12.5,40.02,0,1,0,0,Monday,BOM
FMH7WY,1,10/29/13,10/29/13,10/29/13,30,0,0,40.02,0,1,0,0,Tuesday,DEL
UHKXBL,1,10/29/13,10/29/13,10/29/13,26,26.92307692,7.692307692,40.02,0,1,0,0,Thursday,BOM
7T2GNG,1,10/26/13,11/7/13,11/7/13,32,3.125,0,40.02,0,1,0,0,Monday,BOM
YPUF9H,1,10/29/13,11/4/13,11/4/13,31,6.451612903,0,43.55,0,1,0,0,Tuesday,BOM
A7ET4B,1,10/29/13,10/29/13,10/29/13,28,17.85714286,0,40.02,0,1,0,0,Monday,BOM
XNZ29C,1,10/29/13,10/29/13,10/29/13,13,15.38461538,0,40.02,0,1,1,0,Wednesday,BOM
L349QQ,1,10/29/13,10/29/13,1/7/14,40,47.5,7.5,49.98,0.042857143,1,0,0,Friday,BOM
6E6UMA,1,10/21/13,10/29/13,12/4/13,26,42.30769231,15.38461538,66.48,0.111111111,0,0,0,Thursday,BOM
X7CQC3,1,9/22/13,10/29/13,1/12/14,45,11.11111111,11.11111111,43.27,0.253333333,1,0,1,Monday,MAA
JN98KG,1,10/29/13,10/29/13,10/29/13,27,14.81481481,0,40.02,0,1,0,0,Wednesday,DEL
BMRZ6N,1,10/29/13,12/4/13,12/4/13,36,22.22222222,2.777777778,65.84,0,1,0,0,Thursday,BOM
8HB8W7,1,10/29/13,10/29/13,10/29/13,30,26.66666667,3.333333333,40.02,0,1,1,0,Thursday,BOM
P9FF6B,1,10/29/13,11/3/13,11/3/13,31,29.03225806,3.225806452,40.02,0,1,0,0,Wednesday,DEL
LL2DTD,0,10/29/13,10/29/13,10/29/13,15,46.66666667,6.666666667,73.74,0,1,0,0,Friday,BOM
KUEEKC,1,10/29/13,10/29/13,11/11/13,31,3.225806452,3.225806452,38.46,0.153846154,1,0,0,Tuesday,DEL
AETMBQ,1,10/29/13,10/29/13,10/29/13,25,16,4,40.02,0,1,0,0,Wednesday,BOM
A3H6RG,1,10/29/13,10/30/13,10/30/13,25,36,0,40,0,1,0,0,Friday,MAA
CF3DP8,1,10/30/13,10/30/13,10/30/13,39,5.128205128,2.564102564,40.02,0,1,0,0,Saturday,MAA
MZ57AR,1,10/30/13,10/30/13,10/30/13,32,9.375,3.125,39.97,0,1,0,0,Thursday,BOM
3NSW49,1,10/30/13,11/3/13,11/3/13,28,46.42857143,7.142857143,39.97,0,1,0,0,Thursday,BOM
VN47SV,1,10/18/13,10/30/13,10/30/13,30,0,0,40.02,0,1,0,0,Monday,BOM
SRJFZF,1,10/30/13,10/30/13,11/11/13,26,46.15384615,30.76923077,26.32,0.25,1,1,0,Thursday,BOM
3ZZUSS,1,10/30/13,10/30/13,10/30/13,31,38.70967742,3.225806452,40.02,0,1,0,0,Friday,BOM
CQH5F7,1,10/30/13,10/30/13,1/8/14,45,6.666666667,2.222222222,37.42,0.085714286,1,0,0,Thursday,BOM
QXBEDP,1,10/9/13,10/30/13,10/30/13,31,6.451612903,0,40.02,0,1,0,0,Thursday,BOM
M4Q2FA,0,10/16/13,10/30/13,10/30/13,0,0,0,40.02,0,1,0,0,Thursday,BOM
A4R3DF,1,10/30/13,10/30/13,11/7/13,20,45,10,37.21,0.375,1,1,0,Friday,MAA
8LG6FC,1,10/30/13,10/30/13,10/30/13,20,10,0,40.02,0,1,0,0,Thursday,BOM
87DZP4,1,10/30/13,10/30/13,10/30/13,33,3.03030303,3.03030303,40.02,0,1,0,0,Friday,BOM
6JCZNY,0,10/30/13,10/30/13,10/30/13,13,30.76923077,0,40.02,0,1,0,0,Thursday,BOM
P4LVPQ,1,10/30/13,10/30/13,10/30/13,36,25,2.777777778,40.02,0,1,1,0,Wednesday,BOM
5FP3EL,1,9/3/13,10/30/13,10/30/13,30,0,0,40.02,0,1,0,0,Friday,BOM
A2CGHG,1,10/30/13,10/30/13,10/30/13,18,27.77777778,5.555555556,40.02,0,1,0,0,Thursday,BOM
XWFVBF,1,10/30/13,10/30/13,10/30/13,28,14.28571429,0,40.02,0,1,0,0,Friday,BOM
UB5B2L,1,10/30/13,10/30/13,10/30/13,20,30,5,52.9,0,1,0,0,Tuesday,MAA
S6CSGB,1,10/30/13,10/30/13,10/30/13,8,37.5,0,39.97,0,1,0,0,Tuesday,BOM
X8XGQA,1,10/28/13,10/30/13,11/28/13,30,50,10,17.96,0.206896552,1,0,0,Friday,MAA
PEL33R,0,10/30/13,10/30/13,10/30/13,12,8.333333333,0,56.26,0,1,0,0,Thursday,MAA
BDM6QT,0,10/30/13,10/30/13,10/30/13,3,33.33333333,0,40.02,0,1,0,0,Thursday,DEL
XSSZKM,1,10/30/13,10/30/13,10/30/13,33,0,0,40.02,0,1,0,0,Tuesday,DEL
2NXYXU,1,10/18/13,10/30/13,10/30/13,33,42.42424242,0,72.39,0,1,0,0,Friday,DEL
N2UK34,1,10/30/13,11/1/13,1/2/14,46,15.2173913,6.52173913,66.8,0.064516129,1,1,0,Friday,BOM
QMFFYR,1,10/30/13,10/30/13,10/30/13,29,6.896551724,3.448275862,40.02,0,1,1,0,Monday,BOM
NT272P,1,10/30/13,10/30/13,10/30/13,30,6.666666667,3.333333333,40.02,0,1,0,0,Thursday,DEL
X35E9K,1,10/30/13,10/30/13,12/18/13,32,31.25,15.625,58.81,0.040816327,1,0,0,Thursday,BOM
Y9DWLH,1,10/30/13,11/1/13,12/15/13,38,18.42105263,10.52631579,41.83,0.068181818,1,0,0,Monday,BOM
FHHYGP,0,10/11/13,10/30/13,10/30/13,1,0,0,112.65,0,1,0,0,Thursday,MAA
66L7VT,1,10/30/13,12/12/13,12/12/13,37,24.32432432,13.51351351,45.98,0,1,0,0,Monday,DEL
3UBX97,1,10/30/13,10/30/13,12/1/13,30,73.33333333,10,52.37,0.09375,1,0,0,Friday,MAA
HM7LAW,0,10/27/13,10/30/13,10/30/13,0,0,0,55.08,0,1,0,0,Thursday,DEL
Z3J93B,1,10/30/13,11/7/13,11/7/13,37,5.405405405,0,58.08,0,1,0,1,Saturday,MAA
267XP3,1,10/30/13,10/30/13,10/30/13,34,11.76470588,8.823529412,39.97,0,1,0,0,Friday,BOM
Y4QMRV,0,10/30/13,10/30/13,10/30/13,2,100,50,40.02,0,1,0,0,Friday,MAA
G9XSLN,0,10/30/13,10/30/13,12/29/13,36,80.55555556,30.55555556,37.32,0.066666667,1,0,0,Monday,DEL
J7JHS9,1,10/30/13,10/30/13,10/30/13,15,6.666666667,0,53.44,0,1,0,0,Friday,MAA
XPN75R,1,10/30/13,10/30/13,10/30/13,29,17.24137931,3.448275862,15.9,0,1,0,0,Tuesday,MAA
FTW2J5,1,9/28/13,10/31/13,11/14/13,29,17.24137931,13.79310345,88.84,0.357142857,0,0,0,Friday,DEL
H7U6QE,1,10/30/13,10/30/13,11/14/13,42,0,0,38.46,0.133333333,1,0,0,Friday,BOM
YQRYCA,1,10/30/13,10/30/13,10/30/13,32,9.375,6.25,111.47,0,1,0,0,Thursday,BOM
226R3S,1,10/30/13,11/6/13,11/6/13,32,12.5,0,79.55,0,1,0,0,Thursday,DEL
3BN9G4,1,10/30/13,10/30/13,1/1/14,31,3.225806452,3.225806452,80.39,0.095238095,1,0,1,Thursday,MAA
QJB4ZL,1,10/30/13,10/30/13,10/30/13,35,5.714285714,0,40.02,0,1,0,0,Friday,BOM
DW623D,0,10/25/13,10/30/13,10/30/13,1,0,0,40.02,0,1,1,0,Friday,BOM
RTD526,1,10/30/13,10/30/13,11/13/13,17,41.17647059,5.882352941,55.5,0.142857143,1,0,0,Thursday,MAA
ZLMMNS,1,10/30/13,11/16/13,11/16/13,24,50,4.166666667,39.08,0,1,0,0,Tuesday,MAA
GLU8PF,1,10/30/13,11/9/13,11/9/13,27,48.14814815,29.62962963,81.13,0,1,0,0,Wednesday,MAA
NG78E3,0,10/30/13,10/30/13,10/30/13,5,0,0,40.02,0,1,0,0,Friday,BOM
WLE94G,1,10/30/13,10/30/13,10/30/13,31,0,0,40.02,0,1,0,0,Thursday,BOM
CAWDMG,0,10/30/13,10/30/13,10/30/13,10,20,10,40.02,0,1,0,0,Friday,BOM
NCN4YD,1,10/30/13,10/30/13,10/30/13,27,18.51851852,3.703703704,40.02,0,1,0,0,Monday,BOM
XMW4TE,1,10/30/13,10/30/13,11/24/13,11,90.90909091,9.090909091,55.02,0.16,1,0,0,Monday,MAA
QTCUZU,1,10/30/13,11/10/13,11/10/13,33,27.27272727,3.03030303,40.03,0,1,0,0,Tuesday,MAA
S5YEL8,1,10/30/13,10/30/13,10/30/13,30,13.33333333,6.666666667,44.1,0,1,0,0,Thursday,MAA
WGD8E2,1,10/30/13,10/30/13,10/30/13,32,0,0,309.03,0,1,0,0,Thursday,BOM
RV83ME,1,10/30/13,11/10/13,12/2/13,24,91.66666667,8.333333333,89.21,0.136363636,1,0,0,Tuesday,MAA
3WLRA9,1,10/30/13,11/1/13,11/1/13,27,40.74074074,3.703703704,91.14,0,1,0,0,Tuesday,MAA
V4L8LB,0,10/30/13,10/30/13,10/30/13,8,50,25,40,0,1,0,0,Tuesday,MAA
KCV6VY,1,10/30/13,10/31/13,1/5/14,34,32.35294118,11.76470588,51.89,0.03030303,1,0,0,Friday,MAA
HWG4PC,1,10/30/13,12/17/13,12/17/13,35,45.71428571,22.85714286,62.68,0,1,0,0,Thursday,MAA
GPRU9D,1,10/30/13,11/22/13,12/5/13,30,40,16.66666667,72.99,0.153846154,1,0,0,Monday,MAA
K7A2XH,1,10/30/13,11/3/13,11/3/13,29,17.24137931,3.448275862,38.49,0,1,0,0,Monday,MAA
CEAK52,1,10/30/13,11/5/13,12/10/13,30,10,6.666666667,40.1,0.085714286,1,0,0,Wednesday,BLR
GNYBF8,1,10/30/13,11/23/13,11/23/13,31,25.80645161,3.225806452,51.73,0,1,1,0,Wednesday,DEL
3SKNLT,1,10/30/13,11/5/13,11/5/13,31,22.58064516,6.451612903,82.56,0,1,0,0,Wednesday,MAA
9SLGAK,1,10/30/13,12/3/13,12/3/13,41,9.756097561,4.87804878,28.76,0,1,0,0,Friday,MAA
MWJYS2,1,10/30/13,11/12/13,11/12/13,35,25.71428571,11.42857143,16.17,0,1,0,0,Wednesday,BLR
6R7RGM,1,10/30/13,11/20/13,11/20/13,34,17.64705882,2.941176471,88.36,0,1,0,0,Thursday,BLR
8HNXN2,1,10/30/13,11/5/13,12/3/13,24,70.83333333,20.83333333,116.3,0.107142857,1,0,0,Wednesday,MAA
TLF3NZ,1,10/30/13,10/30/13,10/30/13,30,0,0,40.02,0,1,0,0,Friday,BOM
RML7DM,1,10/30/13,12/5/13,12/5/13,30,53.33333333,6.666666667,68.25,0,1,0,0,Wednesday,BLR
PZU869,1,10/30/13,11/4/13,11/15/13,35,2.857142857,2.857142857,59.68,0.272727273,1,0,1,Tuesday,BLR
WLH3VY,1,10/30/13,11/10/13,1/1/14,37,10.81081081,5.405405405,68.09,0.076923077,1,0,1,Tuesday,BLR
K2L89E,1,10/30/13,11/14/13,11/14/13,36,11.11111111,5.555555556,83.23,0,1,0,0,Saturday,BLR
JTTFNM,1,10/29/13,11/5/13,11/5/13,29,37.93103448,17.24137931,40.02,0,1,0,0,Tuesday,BOM
25GYZG,1,10/30/13,10/30/13,10/30/13,28,35.71428571,0,40.02,0,1,0,0,Friday,DEL
FY97RV,0,10/30/13,11/1/13,11/1/13,1,100,100,120.84,0,1,0,0,Monday,MAA
4E8YPH,1,10/29/13,10/30/13,10/30/13,39,2.564102564,0,40.02,0,1,1,0,Tuesday,BOM
U78X4B,1,10/30/13,10/30/13,10/30/13,33,9.090909091,3.03030303,40.02,0,1,0,0,Friday,BOM
Y4M62W,1,10/30/13,10/30/13,10/30/13,31,25.80645161,0,40.02,0,1,0,0,Friday,BOM
N2RCQA,1,10/30/13,10/30/13,11/6/13,28,0,0,45.96,0.285714286,1,1,0,Friday,BOM
SEJJP9,1,10/30/13,10/30/13,10/30/13,32,18.75,3.125,34.88,0,1,1,0,Friday,MAA
EEVXGE,1,10/30/13,10/30/13,11/25/13,24,95.83333333,12.5,30.35,0.115384615,1,0,0,Wednesday,MAA
4PSU9G,1,10/30/13,10/30/13,10/30/13,29,13.79310345,6.896551724,40.02,0,1,1,0,Thursday,DEL
3FPS5R,1,10/9/13,10/30/13,10/30/13,39,7.692307692,0,40.02,0,1,1,0,Friday,BOM
BAW6QN,1,10/30/13,10/30/13,10/30/13,41,21.95121951,0,52.05,0,1,0,0,Thursday,DEL
7DUUS3,0,10/30/13,10/30/13,10/30/13,7,28.57142857,0,39.97,0,1,0,0,Thursday,BOM
BL6AKF,1,10/30/13,10/30/13,10/30/13,35,5.714285714,0,40.02,0,1,0,0,Monday,BOM
3Z6ZHX,1,10/30/13,10/30/13,10/30/13,25,56,0,34.64,0,1,1,0,Friday,MAA
RDUQBK,1,10/22/13,10/29/13,10/29/13,28,0,0,136.8,0,1,0,0,Wednesday,MAA
XXZXWR,1,10/30/13,10/30/13,10/30/13,29,13.79310345,3.448275862,39.97,0,1,0,0,Monday,BOM
VZ3A4V,1,10/30/13,10/30/13,10/30/13,30,0,0,60.75,0,1,0,0,Friday,BOM
XGFSPH,1,10/30/13,11/4/13,11/4/13,29,37.93103448,6.896551724,58.44,0,1,1,0,Thursday,BOM
5RWPES,1,10/30/13,11/5/13,11/5/13,30,0,0,40.02,0,1,0,0,Wednesday,BOM
ZG829J,1,10/30/13,10/31/13,10/31/13,32,0,0,39.97,0,1,0,0,Friday,BOM
K2RGXA,0,10/30/13,10/30/13,10/30/13,5,0,0,39.97,0,1,0,0,Thursday,BOM
FNSJ48,1,10/30/13,10/30/13,1/9/14,25,80,32,70.89,0.084507042,1,0,0,Thursday,BOM
S93PBG,1,10/30/13,10/30/13,10/30/13,30,0,0,39.97,0,1,1,0,Thursday,BOM
4VJ65P,1,10/30/13,10/30/13,10/30/13,28,14.28571429,0,39.97,0,1,0,0,Thursday,BOM
GYY5HQ,1,10/30/13,11/2/13,11/2/13,38,7.894736842,2.631578947,40.02,0,1,0,0,Friday,MAA
